,Cancellation Policy,Neighbourhood_Charlottenburg,Neighbourhood_Friedrichshain,Neighbourhood_Kreuzberg,Neighbourhood_Mitte,Neighbourhood_Moabit,Neighbourhood_Neukölln,Neighbourhood_Pankow,Neighbourhood_Prenzlauer Berg,Neighbourhood_Schöneberg,Neighbourhood_Tempelhof,Neighbourhood_Wedding,Accommodates,Bathrooms,Bedrooms,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 365,Number of Reviews,Room Type_Private
17521,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,25.0,100.0,10.0,1,25,1,1125,0,1,1
17523,2.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,0.0,55.0,200.0,30.0,1,8,5,1125,349,10,1
17529,1.0,1,0,0,0,0,0,0,0,0,0,0,3,10.0,1.0,50.0,300.0,30.0,1,15,10,1125,0,0,1
17532,1.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,40.0,100.0,10.0,1,10,2,14,158,6,1
17543,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,99.0,250.0,25.0,1,0,1,1125,346,19,1
17545,0.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,90.0,250.0,25.0,1,0,1,1125,9,2,1
17552,1.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,2.0,45.0,100.0,20.0,2,5,7,14,0,1,1
17558,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,42.0,100.0,15.0,1,20,1,7,337,23,1
17562,2.0,0,1,0,0,0,0,0,0,0,0,0,6,10.0,3.0,154.0,200.0,30.0,2,20,1,1125,15,15,1
17563,2.0,0,1,0,0,0,0,0,0,0,0,0,5,10.0,2.0,49.0,300.0,35.0,2,10,1,21,123,110,1
17565,1.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,35.0,100.0,10.0,1,10,1,1125,64,28,1
17568,2.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,24.0,80.0,18.0,1,18,1,60,95,73,1
17569,1.0,0,1,0,0,0,0,0,0,0,0,0,5,10.0,2.0,125.0,300.0,23.0,2,14,2,1125,0,1,1
17585,1.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,2.0,56.0,300.0,10.0,2,5,4,1125,0,3,1
17596,1.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,35.0,150.0,7.0,1,5,2,1125,51,0,1
17622,0.0,0,0,0,0,0,0,0,0,0,0,1,1,10.0,1.0,31.0,100.0,10.0,1,15,1,1125,46,7,1
17628,0.0,0,0,0,0,0,0,0,0,0,0,1,4,10.0,2.0,90.0,100.0,30.0,1,0,1,7,14,0,1
17640,0.0,0,0,0,0,0,0,0,0,0,1,0,2,20.0,1.0,20.0,200.0,8.0,1,12,1,1125,0,18,1
17641,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,45.0,100.0,15.0,1,0,2,5,20,1,1
17655,0.0,0,0,0,0,0,1,0,0,0,0,0,4,5.0,1.0,42.0,200.0,30.0,1,0,3,1125,0,6,1
17673,2.0,0,1,0,0,0,0,0,0,0,0,0,4,20.0,2.0,90.0,500.0,40.0,3,14,2,180,139,6,1
17677,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,2.0,37.0,95.0,19.0,1,0,2,30,0,4,1
17681,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,46.0,600.0,12.0,1,29,1,1125,0,26,1
17688,0.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,62.0,150.0,37.0,1,0,2,7,83,2,1
17693,1.0,0,0,0,0,0,0,0,0,1,0,0,3,10.0,1.0,35.0,100.0,40.0,2,15,2,14,122,56,1
17694,2.0,0,0,0,0,0,0,0,0,1,0,0,1,10.0,0.0,26.0,200.0,40.0,2,10,3,200,310,7,1
17695,1.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,33.0,100.0,5.0,1,17,2,1125,0,45,1
17697,1.0,0,0,0,0,0,0,0,0,1,0,0,8,10.0,2.0,185.0,200.0,80.0,1,10,3,1125,346,17,1
17699,1.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,70.0,100.0,50.0,1,20,2,60,358,27,1
17703,0.0,0,0,0,0,0,0,0,0,0,1,0,2,10.0,1.0,21.0,100.0,11.0,2,9,2,17,65,20,1
17729,0.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,2.0,69.0,100.0,25.0,3,10,4,1125,347,8,1
17736,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,120.0,400.0,20.0,1,0,1,2,0,1,1
17740,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,60.0,150.0,40.0,1,0,7,1125,12,11,1
17742,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,0.0,130.0,150.0,50.0,1,35,3,1125,316,27,1
17744,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,75.0,300.0,50.0,1,0,1,15,0,0,1
17746,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,73.0,91.0,45.0,1,0,5,30,188,13,1
17749,1.0,0,0,0,1,0,0,0,0,0,0,0,8,10.0,2.0,135.0,200.0,50.0,4,25,2,1125,188,11,1
17750,2.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,1.0,58.0,250.0,30.0,1,15,4,45,165,0,1
17753,0.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,170.0,100.0,40.0,2,30,2,7,85,0,1
17755,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,82.0,100.0,49.0,2,19,5,1125,0,5,1
17756,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,67.0,200.0,30.0,2,15,2,1125,243,45,1
17761,0.0,0,0,0,1,0,0,0,0,0,0,0,2,15.0,1.0,230.0,500.0,50.0,1,0,3,1125,151,8,1
17767,1.0,0,0,0,1,0,0,0,0,0,0,0,1,10.0,1.0,16.0,250.0,5.0,1,0,2,7,8,12,1
17776,2.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,2.0,26.0,150.0,8.0,1,13,2,1125,3,5,1
17777,2.0,0,0,0,0,1,0,0,0,0,0,0,4,10.0,1.0,75.0,200.0,50.0,2,20,3,1125,289,29,1
17782,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,45.0,150.0,49.0,1,5,60,180,256,30,1
17786,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,25.0,200.0,14.0,1,15,4,1125,0,4,1
17790,1.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,2.0,199.0,500.0,99.0,4,25,4,1125,268,33,1
17793,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,50.0,100.0,20.0,1,0,3,11,0,1,1
17798,2.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,0.0,50.0,350.0,25.0,2,25,4,21,0,2,1
17799,2.0,0,0,0,1,0,0,0,0,0,0,0,7,10.0,2.0,70.0,100.0,35.0,2,30,1,30,334,42,1
17808,1.0,0,0,0,0,1,0,0,0,0,0,0,6,10.0,1.0,80.0,100.0,45.0,4,10,2,1125,246,93,1
17810,2.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,50.0,100.0,15.0,1,0,2,1125,276,20,1
17815,0.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,90.0,150.0,25.0,1,25,1,1125,360,30,1
17824,0.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,23.0,150.0,15.0,1,0,2,1125,250,8,1
17828,2.0,0,0,0,0,0,0,0,0,0,0,1,3,10.0,1.0,37.0,300.0,10.0,1,15,2,30,0,1,1
17830,0.0,0,0,0,0,0,0,0,0,0,0,1,4,10.0,1.0,35.0,150.0,15.0,1,15,4,1125,0,0,1
17833,1.0,0,0,0,0,1,0,0,0,0,0,0,6,10.0,2.0,90.0,100.0,80.0,1,0,2,1125,275,9,1
17837,1.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,29.0,150.0,15.0,1,15,2,1125,21,9,1
17838,2.0,0,0,0,0,1,0,0,0,0,0,0,4,10.0,1.0,80.0,350.0,40.0,2,10,10,1125,89,3,1
17847,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,80.0,500.0,30.0,1,0,3,1125,57,5,1
17852,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,66.0,250.0,35.0,2,10,4,120,200,44,1
17855,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,35.0,200.0,30.0,1,5,3,150,79,1,1
17868,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,80.0,150.0,35.0,2,10,2,6,343,3,1
17871,1.0,0,1,0,0,0,0,0,0,0,0,0,6,15.0,2.0,85.0,300.0,30.0,2,15,2,1125,136,30,1
17876,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,55.0,0.0,15.0,1,0,3,30,92,0,1
17881,1.0,0,0,1,0,0,0,0,0,0,0,0,4,20.0,2.0,129.0,90.0,36.0,2,15,14,1125,0,5,1
17885,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,45.0,200.0,30.0,1,10,2,1125,0,2,1
17895,1.0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,1.0,30.0,300.0,50.0,1,0,1,120,7,13,1
17900,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,41.0,150.0,15.0,2,15,1,1125,357,15,1
17903,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,100.0,150.0,35.0,2,12,4,1125,93,19,1
17908,0.0,0,0,0,1,0,0,0,0,0,0,0,6,15.0,2.0,95.0,200.0,25.0,5,10,5,1125,0,0,1
17922,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,65.0,100.0,12.0,1,0,3,1125,0,1,1
17925,2.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,2.0,80.0,250.0,30.0,2,10,5,14,0,1,1
17939,2.0,0,0,1,0,0,0,0,0,0,0,0,6,10.0,3.0,170.0,200.0,60.0,1,0,3,18,37,3,1
17942,2.0,0,0,1,0,0,0,0,0,0,0,0,4,20.0,1.0,59.0,500.0,35.0,1,20,2,91,34,17,1
17946,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,89.0,250.0,25.0,2,25,6,14,0,4,1
17952,0.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,0.0,60.0,300.0,80.0,1,0,12,1125,0,2,1
17960,0.0,0,0,0,0,0,0,0,1,0,0,0,5,20.0,3.0,140.0,400.0,40.0,1,0,3,1125,2,8,1
17964,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,61.0,100.0,20.0,2,15,2,1125,0,16,1
17966,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,1.0,53.0,100.0,30.0,2,10,2,1125,0,4,1
17973,0.0,0,0,0,0,0,0,0,1,0,0,0,6,10.0,2.0,60.0,100.0,35.0,1,15,1,14,275,30,1
17976,0.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,2.0,56.0,500.0,50.0,1,0,20,90,335,0,1
17983,2.0,0,0,0,0,0,0,0,1,0,0,0,6,20.0,3.0,150.0,150.0,50.0,2,0,4,21,0,14,1
17989,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,89.0,300.0,37.0,1,0,4,365,289,179,1
18000,2.0,0,0,0,0,0,0,0,1,0,0,0,7,10.0,3.0,148.0,500.0,98.0,2,0,7,14,0,0,1
18002,1.0,0,0,0,0,0,0,0,1,0,0,0,6,10.0,2.0,70.0,350.0,30.0,2,25,2,1125,15,3,1
18005,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,42.0,94.0,6.0,1,6,2,1125,18,18,1
18007,1.0,0,0,0,0,0,0,0,1,0,0,0,5,10.0,1.0,55.0,500.0,30.0,3,10,4,1125,0,2,1
18008,0.0,0,0,0,0,0,0,0,1,0,0,0,3,15.0,2.0,85.0,200.0,40.0,1,0,7,1125,59,0,1
18010,2.0,0,0,0,0,0,0,0,1,0,0,0,4,20.0,2.0,220.0,500.0,120.0,1,0,3,1125,4,64,1
18012,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,50.0,200.0,35.0,1,0,1,1125,0,4,1
18013,2.0,0,0,0,0,0,0,0,1,0,0,0,4,20.0,2.0,120.0,150.0,40.0,4,15,3,12,0,4,1
18024,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,80.0,200.0,20.0,1,0,5,1125,7,63,1
18035,2.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,0.0,80.0,250.0,39.0,2,20,5,1125,36,34,1
18042,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,0.0,32.0,600.0,150.0,1,0,60,1125,293,2,1
18043,0.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,49.0,200.0,20.0,1,15,2,1125,70,1,1
18051,0.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,1.0,150.0,250.0,25.0,3,25,1,1125,115,13,1
18053,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,70.0,350.0,40.0,1,15,10,30,59,0,1
18058,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,46.0,100.0,30.0,2,0,1,1125,14,157,1
18062,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,55.0,100.0,40.0,1,0,4,14,0,16,1
18071,2.0,1,0,0,0,0,0,0,0,0,0,0,1,10.0,1.0,35.0,100.0,30.0,1,0,60,180,154,14,1
18076,2.0,0,0,0,0,0,0,0,0,0,0,0,4,10.0,2.0,50.0,150.0,30.0,4,10,1,1125,0,2,1
18081,2.0,0,0,0,0,0,0,0,0,0,0,0,4,10.0,1.0,75.0,200.0,33.0,2,20,5,1125,274,14,1
18083,2.0,0,0,0,0,0,0,0,0,0,0,0,4,10.0,1.0,160.0,500.0,40.0,4,30,3,1125,0,0,1
18104,1.0,0,0,0,0,0,0,0,0,1,0,0,3,10.0,1.0,50.0,100.0,30.0,2,15,2,30,263,19,1
18133,1.0,0,0,0,0,0,1,0,0,0,0,0,6,10.0,2.0,100.0,250.0,40.0,4,20,3,1125,0,4,1
18135,2.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,75.0,300.0,20.0,2,10,2,1125,0,11,1
18136,0.0,0,0,0,0,0,1,0,0,0,0,0,6,10.0,2.0,120.0,200.0,50.0,1,30,4,1125,0,4,1
18139,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,1.0,40.0,500.0,20.0,1,30,5,21,0,5,1
18143,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,35.0,85.0,15.0,1,15,10,15,0,1,1
18145,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,2.0,65.0,300.0,30.0,1,0,5,1125,154,27,1
18147,1.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,25.0,200.0,20.0,1,5,2,1125,0,12,1
18149,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,35.0,500.0,25.0,1,0,1,90,114,7,1
18151,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,55.0,100.0,10.0,2,0,4,20,4,8,1
18158,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,65.0,210.0,25.0,2,0,2,7,364,8,1
18165,2.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,55.0,120.0,30.0,1,15,2,365,177,27,1
18174,2.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,45.0,85.0,20.0,1,25,2,1125,314,2,1
18176,0.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,1.0,14.0,100.0,5.0,1,10,2,1125,0,0,1
18188,1.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,25.0,100.0,20.0,1,10,1,120,249,21,1
18192,0.0,0,0,0,0,0,0,1,0,0,0,0,4,10.0,1.0,66.0,100.0,10.0,1,0,1,7,5,2,1
18196,1.0,0,0,0,0,0,0,1,0,0,0,0,3,10.0,1.0,38.0,100.0,10.0,1,10,2,1125,128,1,1
18199,1.0,0,0,0,0,0,0,1,0,0,0,0,2,10.0,1.0,45.0,200.0,30.0,1,0,3,21,305,36,1
18207,1.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,50.0,500.0,40.0,2,5,3,15,0,1,1
18215,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,120.0,150.0,40.0,2,10,60,365,0,26,1
18216,1.0,0,1,0,0,0,0,0,0,0,0,0,4,20.0,2.0,119.0,300.0,0.0,2,25,4,21,278,45,1
18222,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,50.0,300.0,20.0,1,0,6,13,335,0,1
18226,1.0,0,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,46.0,100.0,20.0,1,0,2,14,122,19,1
18235,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,65.0,500.0,30.0,1,10,3,1125,81,11,1
18247,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,32.0,250.0,15.0,1,15,1,7,23,44,1
18248,0.0,0,1,0,0,0,0,0,0,0,0,0,1,10.0,1.0,50.0,150.0,12.0,1,0,2,7,0,1,1
18252,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,32.0,200.0,20.0,1,12,2,1125,53,14,1
18253,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,60.0,500.0,30.0,1,0,3,1125,274,2,1
18254,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,56.0,200.0,17.0,1,10,1,1125,311,14,1
18255,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,50.0,100.0,15.0,1,10,2,180,91,22,1
18261,0.0,0,0,1,0,0,0,0,0,0,0,0,4,20.0,2.0,200.0,600.0,75.0,1,25,3,21,165,2,1
18263,2.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,1.0,40.0,200.0,30.0,1,10,1,3,0,2,1
18269,2.0,0,1,0,0,0,0,0,0,0,0,0,6,10.0,2.0,70.0,300.0,90.0,2,15,3,1125,315,0,1
18272,2.0,0,1,0,0,0,0,0,0,0,0,0,2,15.0,2.0,64.0,909.0,55.0,2,16,12,1125,0,6,1
18276,1.0,0,1,0,0,0,0,0,0,0,0,0,1,10.0,1.0,59.0,150.0,30.0,1,0,7,1125,255,7,1
18279,2.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,36.0,150.0,19.0,2,22,3,9,73,10,1
18282,2.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,45.0,100.0,25.0,1,0,30,1125,114,54,1
18284,2.0,1,0,0,0,0,0,0,0,0,0,0,6,10.0,3.0,250.0,180.0,35.0,1,0,28,1125,268,49,1
18287,2.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,70.0,100.0,50.0,1,0,3,20,39,0,1
18296,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,2.0,102.0,500.0,40.0,2,20,4,31,299,92,1
18299,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,2.0,127.0,150.0,50.0,2,25,3,1125,137,71,1
18300,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,49.0,150.0,30.0,2,15,3,7,258,53,1
18301,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,0.0,48.0,300.0,20.0,2,20,1,1125,0,3,1
18302,2.0,0,1,0,0,0,0,0,0,0,0,0,5,20.0,2.0,80.0,500.0,50.0,1,0,10,16,0,4,1
18305,1.0,0,1,0,0,0,0,0,0,0,0,0,6,10.0,0.0,59.0,100.0,19.0,3,10,1,1125,285,40,1
18316,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,75.0,200.0,50.0,2,15,1,1125,0,0,1
18352,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,1.0,70.0,100.0,57.0,2,15,3,180,237,57,1
18354,2.0,0,0,0,0,0,1,0,0,0,0,0,10,30.0,5.0,359.0,300.0,60.0,8,25,2,3,141,71,1
18360,1.0,0,0,0,0,0,1,0,0,0,0,0,1,10.0,1.0,85.0,200.0,80.0,2,0,7,21,274,5,1
18401,1.0,0,0,0,0,0,0,0,0,0,0,1,6,10.0,1.0,74.0,94.0,50.0,1,10,1,180,327,15,1
18403,0.0,0,0,0,0,0,0,0,0,0,0,1,3,10.0,1.0,35.0,150.0,10.0,1,0,1,8,0,7,1
18422,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,2.0,160.0,200.0,20.0,1,0,2,1125,174,31,1
18423,1.0,0,0,0,0,0,0,0,0,0,0,1,6,10.0,2.0,60.0,500.0,40.0,4,40,5,21,32,1,1
18429,2.0,0,0,0,0,0,0,0,0,1,0,0,5,20.0,2.0,245.0,400.0,60.0,4,25,4,1125,234,32,1
18432,1.0,0,0,0,0,0,0,0,0,1,0,0,4,10.0,1.0,52.0,200.0,50.0,2,15,5,18,233,4,1
18436,2.0,0,0,0,0,0,0,0,0,1,0,0,2,15.0,2.0,50.0,200.0,39.0,2,10,6,12,0,0,1
18437,1.0,0,0,0,0,0,0,0,0,0,1,0,2,10.0,1.0,40.0,100.0,5.0,1,0,5,23,30,2,1
18449,0.0,0,0,0,1,0,0,0,0,0,0,0,1,10.0,1.0,50.0,200.0,25.0,1,0,2,7,12,10,1
18457,1.0,0,0,0,0,0,0,0,0,0,0,1,4,10.0,2.0,69.0,150.0,30.0,2,15,5,1125,11,10,1
18478,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,27.0,200.0,26.0,1,0,15,1125,0,4,1
18479,0.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,1.0,80.0,100.0,25.0,2,10,2,1125,17,35,1
18494,0.0,0,0,0,0,0,0,0,0,1,0,0,2,15.0,1.0,25.0,450.0,15.0,1,0,7,21,0,2,1
18496,2.0,0,0,0,0,0,0,0,0,1,0,0,4,10.0,2.0,90.0,400.0,50.0,4,0,7,730,330,12,1
18501,2.0,0,0,1,0,0,0,0,0,0,0,0,4,20.0,2.0,135.0,500.0,100.0,1,0,5,60,190,23,1
18502,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,35.0,300.0,15.0,1,15,2,30,0,16,1
18506,0.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,1.0,70.0,200.0,30.0,1,0,1,1125,281,16,1
18508,2.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,130.0,250.0,60.0,1,0,3,1125,0,1,1
18510,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,46.0,90.0,18.0,1,6,4,1125,0,2,1
18514,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,80.0,250.0,30.0,1,0,3,30,0,9,1
18517,2.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,65.0,100.0,25.0,1,15,2,1125,0,2,1
18523,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,0.0,75.0,500.0,20.0,1,0,5,1125,0,0,1
18526,1.0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,1.0,29.0,300.0,20.0,1,10,28,66,0,1,1
18527,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,2.0,70.0,150.0,20.0,2,10,3,1125,25,30,1
18529,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,50.0,150.0,15.0,2,0,2,9,0,7,1
18533,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,75.0,250.0,30.0,1,0,7,30,271,4,1
18534,2.0,0,0,1,0,0,0,0,0,0,0,0,5,10.0,3.0,135.0,300.0,30.0,1,0,7,10,0,1,1
18539,2.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,2.0,95.0,150.0,30.0,4,0,5,1125,0,5,1
18542,1.0,0,0,0,0,0,0,0,0,0,0,0,2,15.0,1.0,125.0,300.0,70.0,1,0,1,1125,4,2,1
18571,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,40.0,400.0,30.0,2,15,10,20,21,0,1
18574,0.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,39.0,0.0,5.0,1,12,1,1125,220,4,1
18582,1.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,0.0,27.0,150.0,20.0,1,10,4,1125,0,0,1
18586,0.0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,0.0,59.0,100.0,40.0,1,25,3,1125,225,4,1
18590,0.0,0,0,0,0,0,0,0,0,0,0,0,11,20.0,5.0,210.0,200.0,50.0,6,25,2,1125,80,3,1
18591,0.0,0,0,0,0,0,0,0,0,0,0,0,5,10.0,1.0,29.0,150.0,20.0,1,15,2,7,362,29,1
18592,2.0,0,0,0,0,0,0,0,0,0,0,0,3,10.0,1.0,50.0,350.0,30.0,2,10,6,1125,0,15,1
18593,1.0,0,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,25.0,100.0,5.0,1,12,1,1125,344,3,1
18602,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,49.0,200.0,85.0,2,20,61,1125,296,20,1
18604,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,1.0,55.0,200.0,30.0,2,12,2,180,85,166,1
18624,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,27.0,100.0,40.0,1,15,3,61,77,12,1
18627,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,49.0,100.0,25.0,1,0,5,1125,0,5,1
18629,0.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,2.0,55.0,100.0,20.0,3,0,6,1125,0,1,1
18635,2.0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,1.0,47.0,100.0,25.0,1,20,4,1125,311,2,1
18638,2.0,0,0,1,0,0,0,0,0,0,0,0,2,15.0,1.0,85.0,150.0,30.0,1,0,3,1125,0,5,1
18640,2.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,1.0,37.0,200.0,30.0,3,15,1,1125,0,2,1
18641,2.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,2.0,97.0,300.0,30.0,1,15,2,4,136,1,1
18643,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,50.0,200.0,20.0,1,10,1,1125,0,0,1
18645,2.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,1.0,62.0,100.0,15.0,2,10,3,730,365,89,1
18647,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,0.0,59.0,100.0,39.0,1,0,3,1125,105,71,1
18649,2.0,0,0,1,0,0,0,0,0,0,0,0,4,20.0,2.0,189.0,189.0,30.0,1,0,2,1125,0,26,1
18652,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,1.0,52.0,500.0,19.0,1,10,3,1125,0,16,1
18654,0.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,1.0,75.0,150.0,30.0,2,8,2,1125,0,4,1
18672,2.0,0,0,0,0,0,0,0,1,0,0,0,4,15.0,2.0,125.0,100.0,45.0,2,15,6,1125,16,32,1
18673,2.0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,1.0,30.0,100.0,25.0,1,0,2,1125,286,0,1
18678,1.0,0,1,0,0,0,0,0,0,0,0,0,2,20.0,1.0,50.0,100.0,15.0,1,0,1,1125,311,17,1
