,id,superhost,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,beds,price,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms
23106,953636497478897496,f,Cuauhtémoc,19.42717,-99.16148,Entire rental unit,Entire home/apt,2,1.0,1,1043,1,21,21,6,4.77,4.91,4.82,77,61,16
23107,951392911933836379,t,Cuauhtémoc,19.42305097137229,-99.15251737624492,Shared room in rental unit,Shared room,2,2.0,1,329,243,10,10,3,5.0,4.9,4.9,5,0,4
23108,949412575712387109,f,Cuauhtémoc,19.4089541,-99.163032,Entire rental unit,Entire home/apt,2,1.0,1,900,80,7,7,1,4.86,4.71,5.0,1,1,0
23109,953668465018343475,f,Cuauhtémoc,19.428447837655952,-99.16122970537234,Entire rental unit,Entire home/apt,2,1.0,1,1405,359,17,17,3,4.76,4.65,4.71,64,59,5
23110,951400622392876227,f,Benito Juárez,19.365578847272783,-99.18246961361892,Private room in condo,Private room,2,1.0,1,600,270,13,13,3,4.92,4.92,4.77,1,0,1
23111,953685522954183997,t,Miguel Hidalgo,19.4408434,-99.1989644,Entire rental unit,Entire home/apt,4,2.0,3,2318,170,7,7,0,5.0,5.0,4.86,5,5,0
23112,951402790859618393,f,Tlalpan,19.27338,-99.17075,Private room in guesthouse,Private room,2,1.0,1,437,270,9,9,1,4.56,4.78,4.44,8,1,7
23113,949420336616934979,t,Cuauhtémoc,19.409195,-99.1721474,Entire rental unit,Entire home/apt,6,2.0,2,2106,328,3,3,0,5.0,5.0,4.67,53,53,0
23114,953726621198195911,f,Cuauhtémoc,19.45437889209455,-99.15708722960828,Entire rental unit,Entire home/apt,16,9.0,12,17829,357,2,2,1,5.0,5.0,5.0,64,59,5
23115,949427693653842865,t,Cuauhtémoc,19.409195,-99.1721474,Entire rental unit,Entire home/apt,6,2.0,2,2106,365,8,8,0,5.0,5.0,4.88,53,53,0
23117,951412979445446352,f,Cuauhtémoc,19.4295392,-99.1567503,Private room in rental unit,Private room,2,1.0,1,600,174,3,3,1,5.0,5.0,5.0,1,0,1
23118,951423483443201330,f,Cuauhtémoc,19.408798885911192,-99.17642274052544,Entire rental unit,Entire home/apt,6,1.0,2,1391,153,2,2,1,5.0,5.0,5.0,25,25,0
23120,953744146563308361,t,Benito Juárez,19.39677299550138,-99.15688149499825,Entire rental unit,Entire home/apt,5,2.0,3,1146,344,20,20,6,5.0,4.95,4.9,40,40,0
23121,951614746210941701,f,Cuauhtémoc,19.41385520518012,-99.17934240458268,Private room in serviced apartment,Private room,2,1.0,1,460,266,25,25,6,4.64,4.48,4.4,6,0,6
23122,951642993602862750,f,Tlalpan,19.29046013396733,-99.16286732883606,Entire home,Entire home/apt,4,2.5,3,1150,352,7,7,1,4.86,5.0,5.0,1,1,0
23123,949440785417191674,f,Miguel Hidalgo,19.438107,-99.2038094,Entire rental unit,Entire home/apt,2,1.0,1,1093,361,6,6,1,3.0,3.33,2.67,13,4,9
23124,953761711448760373,f,Benito Juárez,19.39127127055104,-99.1785660112378,Entire rental unit,Entire home/apt,6,1.0,3,649,262,21,21,3,4.76,4.71,4.95,82,44,37
23125,949446044458422555,t,Cuauhtémoc,19.4448434,-99.1647359,Entire condo,Entire home/apt,3,1.0,2,880,247,5,5,0,4.8,5.0,4.8,2,2,0
23126,949450103214186107,f,Miguel Hidalgo,19.438107,-99.2038094,Entire rental unit,Entire home/apt,4,1.0,2,1153,355,4,4,1,3.25,3.25,3.25,13,4,9
23127,949450355120145926,t,Iztacalco,19.401256968405526,-99.0821526884242,Entire condo,Entire home/apt,4,2.0,3,1757,260,19,19,5,4.68,4.74,4.63,8,8,0
23128,949458378893656648,f,Miguel Hidalgo,19.4041361,-99.1793279,Private room in rental unit,Private room,1,1.0,1,350,223,6,6,0,4.83,5.0,4.67,2,0,2
23131,951820608603755575,f,Tlalpan,19.27541,-99.17027,Private room in guesthouse,Private room,2,1.0,1,334,0,19,19,2,4.55,4.65,4.65,8,1,7
23132,953764769487109108,t,Cuauhtémoc,19.4159657,-99.163205,Entire condo,Entire home/apt,8,3.5,3,4154,358,5,5,0,5.0,5.0,5.0,33,33,0
23133,953821748117344129,t,Miguel Hidalgo,19.4416932,-99.196419,Entire condo,Entire home/apt,3,1.0,2,1719,36,4,4,0,4.0,4.0,4.0,3,3,0
23134,952063958950640897,f,Tlalpan,19.27511536129913,-99.17090022125268,Private room in guesthouse,Private room,2,1.0,1,424,270,8,8,1,4.63,4.75,5.0,8,1,7
23135,949467539907686399,f,Tlalpan,19.27715057253944,-99.17668301265752,Entire rental unit,Entire home/apt,4,2.5,2,1200,265,7,7,0,4.86,5.0,5.0,1,1,0
23136,953852599434406548,f,Gustavo A. Madero,19.5036631,-99.1254247,Private room in home,Private room,2,1.5,2,296,87,3,3,0,5.0,4.33,4.0,7,4,3
23137,953856120215865341,f,Benito Juárez,19.39166,-99.17856,Private room in rental unit,Private room,2,1.0,1,197,0,13,13,0,4.71,4.64,4.5,82,44,37
23138,949476037634958625,f,Cuauhtémoc,19.4378276,-99.1394106,Private room in rental unit,Private room,2,1.0,1,512,353,12,12,0,4.33,4.58,4.5,13,4,9
23140,952109115100326580,f,Cuauhtémoc,19.413186736343174,-99.17225538727028,Entire rental unit,Entire home/apt,2,1.0,1,2130,340,1,1,0,5.0,5.0,5.0,48,48,0
23141,952116223122548353,f,Cuauhtémoc,19.4129624,-99.171331,Entire rental unit,Entire home/apt,4,2.0,2,2481,299,3,3,2,5.0,5.0,5.0,48,48,0
23143,953869472342089169,f,Cuauhtémoc,19.4033215,-99.1704733,Entire serviced apartment,Entire home/apt,4,1.0,2,792,93,3,3,0,4.67,5.0,4.67,1,1,0
23144,952126565134660523,t,Cuauhtémoc,19.4190278,-99.1597776,Entire rental unit,Entire home/apt,4,2.0,2,4414,330,22,22,3,4.86,4.91,4.77,15,15,0
23145,953883469628666084,t,Azcapotzalco,19.497211827137708,-99.19417001111847,Entire rental unit,Entire home/apt,6,1.0,3,848,360,28,28,6,4.61,4.68,4.61,12,12,0
23146,952142682247195500,f,Cuauhtémoc,19.41379,-99.17044,Entire rental unit,Entire home/apt,4,1.0,1,2050,349,2,2,1,4.5,3.0,4.0,48,48,0
23148,952161005245595542,f,Cuauhtémoc,19.4129624,-99.171331,Entire rental unit,Entire home/apt,4,2.0,3,1746,353,1,1,1,5.0,5.0,5.0,48,48,0
23150,949513146476348784,f,Cuauhtémoc,19.4378276,-99.1394106,Private room in rental unit,Private room,2,1.0,1,543,363,5,5,0,3.2,3.8,2.6,13,4,9
23151,949519015628046336,f,Cuauhtémoc,19.4378276,-99.1394106,Entire rental unit,Entire home/apt,6,2.0,3,1301,329,4,4,0,3.5,3.5,3.25,13,4,9
23152,953895270948412366,t,Coyoacán,19.347835967982963,-99.15781288432876,Private room in home,Private room,2,1.5,1,2000,262,3,3,0,5.0,5.0,5.0,3,0,3
23153,953902365991749842,f,Benito Juárez,19.391711953352665,-99.1805335219584,Private room in rental unit,Private room,2,1.0,1,203,268,15,15,2,4.6,4.8,4.93,82,44,37
23154,949536136487563897,f,Cuauhtémoc,19.4378276,-99.1394106,Entire rental unit,Entire home/apt,6,1.0,3,1262,342,6,6,2,4.33,4.33,4.33,13,4,9
23155,949550345347855691,f,Cuauhtémoc,19.434631,-99.1535239,Entire rental unit,Entire home/apt,4,1.0,2,1293,267,13,13,2,4.69,4.69,4.62,19,19,0
23156,953908164964763008,f,Benito Juárez,19.39156,-99.18039,Private room in rental unit,Private room,2,1.0,1,212,0,8,8,0,4.78,4.78,4.78,82,44,37
23157,952171718271791556,f,Cuauhtémoc,19.4129624,-99.171331,Entire rental unit,Entire home/apt,4,2.0,2,3465,351,3,3,0,4.33,3.67,5.0,48,48,0
23158,953923266253952043,f,Tlalpan,19.290810562169547,-99.11537397673776,Entire rental unit,Entire home/apt,2,1.0,1,1000,263,3,3,1,4.33,4.0,4.33,1,1,0
23159,952177341193624140,f,Cuauhtémoc,19.4129624,-99.171331,Entire rental unit,Entire home/apt,4,2.0,2,2002,357,1,1,1,5.0,5.0,5.0,48,48,0
23160,952180175808332129,t,Cuauhtémoc,19.42227263659162,-99.15592048465577,Tiny home,Entire home/apt,3,1.0,1,1358,184,6,6,1,4.67,4.83,4.83,5,4,1
23161,949575315930270512,f,Cuauhtémoc,19.4137502,-99.1334933,Entire serviced apartment,Entire home/apt,6,1.0,3,993,165,19,19,3,5.0,4.89,4.95,1,1,0
23162,949578759731176534,t,Benito Juárez,19.39588,-99.16574,Entire rental unit,Entire home/apt,6,2.0,3,1549,0,16,16,3,5.0,4.94,4.94,2,2,0
23163,953931833439012228,f,Miguel Hidalgo,19.43748100545834,-99.20265496030024,Entire rental unit,Entire home/apt,6,3.5,4,3015,1,7,7,0,4.88,4.75,4.88,62,59,3
23164,953943783005768734,t,Cuauhtémoc,19.4099772,-99.1676058,Entire condo,Entire home/apt,4,2.0,2,2287,256,7,7,1,4.86,5.0,4.86,12,12,0
23165,949609739361151387,t,Cuauhtémoc,19.4243182,-99.1659947,Entire rental unit,Entire home/apt,4,1.5,2,1193,49,21,21,6,5.0,4.9,5.0,1,1,0
23166,952183307885944893,f,Cuauhtémoc,19.4196927,-99.1560364,Entire rental unit,Entire home/apt,4,2.0,2,2134,22,5,5,1,5.0,5.0,5.0,2,2,0
23168,952183538696331373,t,Cuauhtémoc,19.41597825280461,-99.17405973357766,Entire rental unit,Entire home/apt,4,2.0,2,3080,194,7,7,1,5.0,5.0,4.86,4,4,0
23169,949672005581567299,t,Cuauhtémoc,19.43876799589005,-99.15205855410618,Private room in rental unit,Private room,2,1.0,1,495,261,15,15,2,4.87,4.93,4.8,1,0,1
23170,949947070556031670,f,Cuauhtémoc,19.45231,-99.15677,Entire rental unit,Entire home/apt,2,1.0,1,864,1,8,8,0,4.67,4.89,4.78,77,61,16
23171,953973670278645641,f,Benito Juárez,19.4013,-99.1483,Private room in rental unit,Private room,1,1.0,1,1000,269,1,1,0,5.0,5.0,5.0,1,0,1
23173,952197011845110907,f,Cuauhtémoc,19.41381815178408,-99.16415101712282,Entire rental unit,Entire home/apt,4,2.0,2,2130,265,1,1,0,4.0,4.0,4.0,48,48,0
23174,952202384853423153,f,Cuauhtémoc,19.41553,-99.16542,Entire rental unit,Entire home/apt,2,1.0,1,1353,322,4,4,1,5.0,5.0,5.0,48,48,0
23175,954016452766683313,f,Cuauhtémoc,19.435238,-99.1378108,Entire rental unit,Entire home/apt,4,1.0,3,621,313,13,13,5,5.0,4.85,5.0,1,1,0
23177,949950672498081343,f,Cuauhtémoc,19.452350292865923,-99.15579424927024,Entire rental unit,Entire home/apt,2,1.0,1,828,1,7,7,2,4.75,4.63,4.5,68,62,6
23178,949965622256344100,f,Cuauhtémoc,19.41398953924401,-99.18040946024612,Private room in condo,Private room,2,1.0,1,499,269,3,3,0,4.33,4.33,4.67,6,0,6
23180,949965816903874052,f,Cuauhtémoc,19.45386,-99.1573,Entire rental unit,Entire home/apt,3,1.0,2,992,364,3,3,0,5.0,5.0,5.0,62,59,3
23181,949969504187184123,f,Cuauhtémoc,19.45222,-99.15578,Entire rental unit,Entire home/apt,2,1.0,1,828,1,9,9,2,4.5,4.5,4.6,75,67,8
23185,952248482810953684,t,Gustavo A. Madero,19.49179547395849,-99.13054189582571,Shared room in guesthouse,Shared room,1,2.5,2,330,270,2,2,0,5.0,5.0,5.0,9,0,2
23186,954293346318640041,t,Coyoacán,19.321673,-99.116625,Private room in tiny home,Private room,1,3.0,1,180,235,1,1,0,5.0,4.0,5.0,13,0,13
23187,952254094210891736,t,Álvaro Obregón,19.34214,-99.19626,Room in hotel,Private room,2,1.0,1,1100,0,4,4,0,5.0,4.8,5.0,3,0,3
23188,954308194463490084,f,Cuauhtémoc,19.4236938,-99.172194,Entire rental unit,Entire home/apt,4,2.0,2,1700,51,4,4,1,5.0,5.0,5.0,1,1,0
23189,949978587732636669,f,Cuauhtémoc,19.452890429888907,-99.15740866824552,Entire rental unit,Entire home/apt,6,1.0,3,1677,362,13,13,6,4.77,4.77,4.85,64,59,5
23190,949988359391692290,f,Cuauhtémoc,19.45228135059797,-99.15598769633122,Entire rental unit,Entire home/apt,2,1.0,1,886,1,28,28,7,4.72,4.79,4.79,62,59,3
23192,952277069715088607,f,Azcapotzalco,19.480172075678052,-99.18661624235672,Entire rental unit,Entire home/apt,4,1.0,2,528,180,8,8,1,4.5,4.88,4.5,1,1,0
23193,954367831674050857,f,Cuauhtémoc,19.4181713,-99.1569125,Entire rental unit,Entire home/apt,2,1.0,1,954,55,5,5,0,5.0,5.0,5.0,1,1,0
23194,952298120403783021,f,Gustavo A. Madero,19.4501632,-99.0735872,Entire rental unit,Entire home/apt,15,1.0,5,450,137,5,5,0,4.6,5.0,4.6,1,1,0
23195,949998132352325209,f,Cuauhtémoc,19.45215,-99.15558,Entire rental unit,Entire home/apt,2,1.0,1,913,1,27,27,5,4.79,4.89,4.71,68,62,6
23197,950000928185688295,t,Cuauhtémoc,19.4166725,-99.1772103,Entire home,Entire home/apt,3,2.0,2,1500,256,10,10,2,4.5,4.8,4.4,8,8,0
23199,952309451483079441,f,Álvaro Obregón,19.38503,-99.19265,Entire rental unit,Entire home/apt,3,1.0,1,800,56,8,8,0,5.0,5.0,5.0,1,1,0
23200,952399951023965725,f,Cuauhtémoc,19.421593382516203,-99.17157194749058,Private room in rental unit,Private room,2,1.0,1,443,207,1,1,1,5.0,5.0,5.0,1,0,1
23201,954428081803950696,t,Benito Juárez,19.38643,-99.17504,Entire rental unit,Entire home/apt,3,1.0,2,1362,332,11,11,1,4.91,5.0,4.82,13,13,0
23202,952432487320318525,f,Cuauhtémoc,19.42415932336097,-99.1597470153241,Entire rental unit,Entire home/apt,2,1.0,1,1719,24,23,23,5,4.91,4.87,4.83,2,2,0
23203,950020370795937785,t,Cuauhtémoc,19.436932005165044,-99.1399816590328,Private room in rental unit,Private room,2,1.0,2,420,41,19,19,2,4.95,4.95,5.0,4,1,3
23204,950024735460568166,f,Miguel Hidalgo,19.429183821978857,-99.17906273788785,Room in hotel,Private room,2,1.0,1,1567,349,3,3,0,4.67,4.0,4.67,33,0,33
23205,954485801737510515,f,Cuauhtémoc,19.4342202,-99.1456585,Entire rental unit,Entire home/apt,5,2.0,4,1339,158,21,21,6,4.9,4.9,4.76,11,11,0
23207,950072098782115808,f,Miguel Hidalgo,19.44103039029129,-99.1779109544054,Entire rental unit,Entire home/apt,4,2.0,2,2096,363,13,13,3,4.46,4.31,4.23,77,61,16
23208,954514491666034293,f,Cuauhtémoc,19.428696040820007,-99.14749387144616,Entire rental unit,Entire home/apt,6,1.5,3,1452,253,1,1,1,5.0,5.0,5.0,7,1,6
23209,950076948228232929,f,Coyoacán,19.33486,-99.14893,Private room in home,Private room,1,1.0,1,329,269,1,1,0,5.0,5.0,5.0,1,0,1
23210,950100981753154451,f,Xochimilco,19.269875313294225,-99.09824121236082,Private room in hut,Private room,6,3.0,5,985,267,3,3,2,5.0,5.0,5.0,5,0,4
23211,952494055577852459,f,Cuauhtémoc,19.43166271053349,-99.16949172093744,Entire rental unit,Entire home/apt,2,2.0,1,1250,65,3,3,0,5.0,5.0,5.0,1,1,0
23213,952560439001949630,t,Miguel Hidalgo,19.43461,-99.20389,Entire home,Entire home/apt,15,4.5,11,11471,337,4,4,1,5.0,5.0,5.0,24,23,1
23214,952771417548142608,t,Álvaro Obregón,19.38486889668085,-99.2302777233412,Private room in rental unit,Private room,1,1.0,1,260,269,4,4,0,4.75,4.75,5.0,3,0,3
23215,952836651295331534,t,Miguel Hidalgo,19.40603,-99.18943,Private room in casa particular,Private room,3,1.0,2,928,0,11,11,4,4.92,4.75,4.92,5,4,1
23216,950106067713912852,t,Miguel Hidalgo,19.427746,-99.1776549,Entire rental unit,Entire home/apt,2,1.0,1,703,0,25,25,6,4.89,4.85,4.81,35,35,0
23217,950110407734253507,f,Cuauhtémoc,19.4113203,-99.1617562,Entire rental unit,Entire home/apt,2,1.0,1,1200,233,15,15,3,4.73,4.6,4.73,21,13,8
23219,950120752718492565,t,Miguel Hidalgo,19.427746,-99.1776549,Entire rental unit,Entire home/apt,2,1.0,1,762,0,14,14,2,5.0,4.87,4.93,35,35,0
23220,950130845849858070,t,Miguel Hidalgo,19.428882548180383,-99.1764875773082,Entire rental unit,Entire home/apt,2,1.0,1,703,0,20,20,2,4.76,4.76,4.62,35,35,0
23222,954575184097530157,t,Coyoacán,19.321673,-99.116625,Private room in tiny home,Private room,1,3.0,1,175,67,1,1,0,5.0,5.0,4.0,13,0,13
23223,950164449075996584,f,Cuauhtémoc,19.416573240710512,-99.143189426329,Entire rental unit,Entire home/apt,5,1.0,2,1150,269,9,9,2,4.89,4.89,4.89,1,1,0
23224,954618294298425384,f,Benito Juárez,19.38428491796717,-99.14140744066418,Entire serviced apartment,Entire home/apt,4,1.0,1,550,134,4,4,0,5.0,5.0,5.0,1,1,0
23225,950275240026448080,t,Miguel Hidalgo,19.4310631,-99.216305,Entire home,Entire home/apt,10,2.0,6,2500,256,9,9,2,4.44,4.44,4.44,2,2,0
23226,952839574108030559,f,Cuauhtémoc,19.454068610342727,-99.1558978036942,Entire rental unit,Entire home/apt,2,1.0,1,968,1,11,11,1,4.92,5.0,4.17,77,61,16
23227,954659504173340959,f,Gustavo A. Madero,19.501011504211053,-99.12119483800276,Private room in rental unit,Private room,2,1.0,1,1000,0,3,3,0,5.0,5.0,5.0,1,0,1
23228,952846058308757103,f,Cuauhtémoc,19.45216992734298,-99.1553168065263,Entire rental unit,Entire home/apt,2,1.0,1,890,1,8,8,0,4.78,4.78,4.33,75,67,8
23229,950297108944780671,f,Cuauhtémoc,19.422723446157036,-99.14285498465576,Entire rental unit,Entire home/apt,4,1.0,2,719,249,13,13,4,4.92,4.92,4.92,1,1,0
23230,954673608098826883,f,Cuauhtémoc,19.412664,-99.1752511,Private room in home,Private room,4,2.5,2,341,0,15,15,2,3.63,3.81,4.0,40,1,25
23231,950303353845961749,t,Cuauhtémoc,19.40426,-99.17028,Entire rental unit,Entire home/apt,4,2.0,2,1279,0,26,26,1,4.93,4.85,4.85,2,1,1
23232,952850661553450492,f,Cuauhtémoc,19.45403,-99.15721,Entire rental unit,Entire home/apt,2,1.0,1,963,365,13,13,3,4.69,4.69,4.46,75,67,8
23233,954684456980313957,f,Cuauhtémoc,19.4153766,-99.16939,Entire loft,Entire home/apt,2,1.0,1,1140,270,4,4,0,4.5,4.25,4.25,2,2,0
23234,952872942120912556,t,Cuauhtémoc,19.418884481261696,-99.16251941418028,Entire rental unit,Entire home/apt,4,2.0,2,1634,213,2,2,0,5.0,5.0,4.0,2,2,0
23235,952889359220373661,f,Cuauhtémoc,19.45229,-99.15555,Entire rental unit,Entire home/apt,2,1.0,1,941,1,6,6,2,5.0,4.86,4.86,68,62,6
23236,954807354911004324,f,Coyoacán,19.31765,-99.16573,Private room in rental unit,Private room,1,1.0,1,499,270,1,1,0,5.0,5.0,5.0,3,0,1
23237,952891357354785194,t,Álvaro Obregón,19.383763,-99.2290793,Private room in rental unit,Private room,1,1.0,1,256,269,1,1,0,5.0,5.0,5.0,3,0,3
23238,950327453435826625,f,Iztapalapa,19.34161,-99.06304,Entire rental unit,Entire home/apt,4,1.0,2,621,255,5,5,0,5.0,5.0,5.0,1,1,0
23239,955009561751388304,f,Cuauhtémoc,19.42350700481768,-99.14360626019474,Entire rental unit,Entire home/apt,2,1.0,1,695,49,2,2,0,4.5,4.5,4.5,6,6,0
23241,952901670786829995,f,Cuauhtémoc,19.41313,-99.16074,Private room in rental unit,Private room,2,1.0,1,663,83,5,5,0,4.8,4.8,4.8,4,0,4
23242,955031777985441470,t,Cuauhtémoc,19.4144905,-99.1564152,Entire rental unit,Entire home/apt,2,1.0,1,1780,329,17,17,5,5.0,4.88,4.82,4,4,0
23243,952922045061134557,f,Cuauhtémoc,19.4540241746912,-99.1551294303232,Entire rental unit,Entire home/apt,2,1.0,1,1699,313,6,6,0,4.67,4.33,4.33,64,59,5
23245,955038039515989409,t,Álvaro Obregón,19.35943254969312,-99.1941270365191,Entire rental unit,Entire home/apt,4,2.0,3,1450,84,11,11,1,5.0,5.0,5.0,2,2,0
23247,955052169303721706,t,Miguel Hidalgo,19.43617,-99.18221,Entire rental unit,Entire home/apt,2,1.0,1,1246,180,5,5,0,4.4,4.6,4.4,3,3,0
23249,952928004763609543,f,Álvaro Obregón,19.387034,-99.1937404,Entire condo,Entire home/apt,6,2.0,3,700,75,9,9,3,4.78,4.78,4.89,1,1,0
23250,955066338681300095,t,Cuauhtémoc,19.43038,-99.14585,Entire rental unit,Entire home/apt,6,1.0,3,3000,270,6,6,0,4.83,4.83,4.83,3,3,0
23251,952931108676758719,t,Cuauhtémoc,19.4099772,-99.1676058,Entire rental unit,Entire home/apt,6,2.0,4,2212,228,20,20,4,5.0,5.0,5.0,1,1,0
23253,957940152789346419,f,Cuauhtémoc,19.4138022,-99.1619342,Room in hotel,Private room,2,1.0,1,4846,352,1,1,0,5.0,5.0,5.0,5,0,5
23254,955103360150597924,t,Cuauhtémoc,19.4272759,-99.1350452,Entire rental unit,Entire home/apt,2,1.0,1,700,263,17,17,1,4.82,4.94,4.88,13,13,0
23255,955104778416523308,f,Miguel Hidalgo,19.43484,-99.20727,Private room in rental unit,Private room,1,1.0,1,380,81,1,1,1,5.0,5.0,5.0,11,9,2
23256,957959685584911069,t,Miguel Hidalgo,19.44762,-99.20271,Entire rental unit,Entire home/apt,2,1.0,1,800,0,12,12,1,4.85,4.92,4.77,7,7,0
23257,955142074478125374,f,Benito Juárez,19.360049134925685,-99.15182878903188,Entire rental unit,Entire home/apt,5,2.0,3,1834,121,9,9,0,4.11,4.11,3.78,33,33,0
23258,952935143834119337,f,Benito Juárez,19.3842693,-99.1512901,Entire loft,Entire home/apt,3,1.0,2,614,246,9,9,2,4.44,4.11,4.22,2,2,0
23259,952953236184123282,f,Benito Juárez,19.380858183709403,-99.14107257900704,Private room in rental unit,Private room,1,1.0,1,250,65,6,6,0,5.0,4.67,4.67,1,0,1
23261,952980399630452370,t,Cuauhtémoc,19.4107975,-99.1723204,Entire rental unit,Entire home/apt,2,1.5,1,764,281,4,4,0,5.0,5.0,5.0,11,11,0
23262,957982008788349589,f,Cuauhtémoc,19.40791699215093,-99.1786143278772,Entire rental unit,Entire home/apt,4,2.0,2,2287,0,8,8,1,5.0,5.0,5.0,10,10,0
23263,958015820082557060,f,Cuauhtémoc,19.407888761015617,-99.17160768605142,Entire rental unit,Entire home/apt,6,2.0,3,4175,326,5,5,2,5.0,5.0,5.0,11,11,0
23264,955204498756932995,t,Gustavo A. Madero,19.49304,-99.1289,Shared room in guesthouse,Shared room,1,2.0,2,200,266,3,3,1,5.0,5.0,5.0,9,0,2
23265,958021448613467739,t,Miguel Hidalgo,19.44082,-99.20701,Entire condo,Entire home/apt,6,3.0,3,3150,258,6,6,2,5.0,5.0,5.0,40,40,0
23266,952988963051034210,t,Cuauhtémoc,19.4193145,-99.1563827,Entire rental unit,Entire home/apt,6,2.0,3,3755,270,8,8,0,4.75,5.0,4.75,75,75,0
23268,952991573375265329,f,Cuauhtémoc,19.41315,-99.16213,Private room in rental unit,Private room,2,1.0,1,709,85,19,19,4,4.84,4.84,4.89,4,0,4
23269,952997171165839655,t,Cuauhtémoc,19.41000396419518,-99.17613813150498,Private room in rental unit,Private room,2,1.0,1,291,266,22,22,6,4.77,4.68,4.86,15,0,15
23270,955240203182712525,t,Coyoacán,19.34785,-99.16356,Entire rental unit,Entire home/apt,2,1.0,1,1240,177,6,6,2,5.0,4.83,4.67,3,3,0
23271,958053728302468222,f,Cuauhtémoc,19.433708676765352,-99.1552245989442,Entire condo,Entire home/apt,5,2.0,3,1700,359,2,2,0,5.0,4.5,5.0,1,1,0
23273,953013912242586120,f,Cuauhtémoc,19.41509743164087,-99.16235971107744,Private room in rental unit,Private room,2,1.0,1,674,0,10,10,1,4.91,4.91,4.82,4,0,4
23274,955268420214694167,t,Cuauhtémoc,19.4118345,-99.1743707,Entire rental unit,Entire home/apt,12,3.0,9,4693,326,9,9,2,4.89,4.89,5.0,64,64,0
23275,958059412400128364,f,Gustavo A. Madero,19.4967791,-99.0975901,Entire rental unit,Entire home/apt,5,1.0,3,557,351,15,15,2,4.07,4.4,4.33,2,2,0
23277,958077372634589144,f,Cuauhtémoc,19.41495,-99.16125,Entire rental unit,Entire home/apt,2,1.0,1,1327,1,66,66,13,4.75,4.91,4.62,10,10,0
23279,953049660651361544,f,Benito Juárez,19.37778,-99.16806,Entire rental unit,Entire home/apt,12,1.0,9,1960,363,4,4,0,5.0,4.5,4.75,1,1,0
23281,953052904610923157,f,Cuauhtémoc,19.41558,-99.16249,Entire loft,Entire home/apt,4,2.0,2,2164,25,4,4,3,4.75,5.0,5.0,1,1,0
23283,958079729897263929,f,Cuauhtémoc,19.413362515835413,-99.1618637875774,Entire rental unit,Entire home/apt,2,1.0,1,1245,1,10,10,4,4.55,4.55,4.27,10,10,0
23284,958103251903482049,f,Cuauhtémoc,19.42549589076503,-99.13954958749258,Room in boutique hotel,Private room,2,1.5,1,2510,2,4,4,0,5.0,5.0,5.0,4,0,4
23285,955488084903021725,f,Coyoacán,19.31563361932681,-99.1127510167471,Entire home,Entire home/apt,12,5.5,4,6643,269,1,1,0,5.0,5.0,5.0,1,1,0
23286,958157899334365798,f,Xochimilco,19.2630223,-99.0983089,Private room in bed and breakfast,Private room,3,1.0,1,564,138,3,3,0,5.0,5.0,5.0,5,0,4
23287,955777958101237147,f,Cuauhtémoc,19.4293459,-99.1585585,Entire rental unit,Entire home/apt,3,1.0,1,822,116,4,4,0,3.75,3.75,3.5,21,13,8
23288,958165720021622303,f,Cuauhtémoc,19.416966973946423,-99.17062525201509,Private room in rental unit,Private room,2,1.0,1,600,0,7,7,0,5.0,5.0,5.0,2,1,1
23289,953064100520746269,f,Tlalpan,19.27392104868335,-99.1687906039066,Private room in guesthouse,Private room,2,1.0,1,414,270,14,14,2,4.57,4.5,4.71,8,1,7
23291,955782832166552209,f,Cuauhtémoc,19.42972225400289,-99.16470330033307,Entire rental unit,Entire home/apt,4,1.5,2,1100,262,5,5,0,4.4,4.2,4.4,7,7,0
23293,958180681836888585,f,Cuauhtémoc,19.42373,-99.15669,Entire condo,Entire home/apt,6,2.0,4,2070,171,3,3,1,4.67,4.67,4.67,1,1,0
23294,955783004124815413,t,Cuauhtémoc,19.40724,-99.17644,Entire rental unit,Entire home/apt,4,2.0,2,3080,349,5,5,1,5.0,5.0,4.8,6,6,0
23295,953090256028002501,t,Coyoacán,19.329744178601967,-99.1693233622341,Private room in serviced apartment,Private room,2,1.5,1,405,66,1,1,1,4.0,5.0,4.0,6,0,6
23296,955789040176349213,f,Miguel Hidalgo,19.4309825,-99.2009948,Entire rental unit,Entire home/apt,4,2.0,2,2560,344,7,7,1,4.86,4.86,4.86,42,42,0
23298,953096986074028082,t,Cuauhtémoc,19.44707,-99.14933,Private room in condo,Private room,3,1.0,2,399,304,4,4,0,5.0,5.0,5.0,5,2,3
23299,953107287438407761,f,Miguel Hidalgo,19.4306997,-99.1915327,Entire rental unit,Entire home/apt,5,2.5,2,2729,243,6,6,1,4.67,5.0,4.67,1,1,0
23302,955809066366032933,f,Miguel Hidalgo,19.4428789,-99.1913952,Private room in condo,Private room,3,1.0,1,342,115,7,7,1,4.86,5.0,5.0,1,0,1
23304,958279680368926316,f,Coyoacán,19.331837074672304,-99.15516937116128,Entire rental unit,Entire home/apt,5,2.0,4,749,244,10,10,0,5.0,5.0,5.0,1,1,0
