superhost,neighbourhood,room_type,accommodates,bathrooms,beds,price,availability_365,number_of_reviews,review_scores_rating,days_rented,revenue
t,Venustiano Carranza,Private room,2,1.0,1,451.0,63,625,4.83,302,136202.0
t,Cuauhtémoc,Entire home/apt,4,1.0,3,899.0,0,46,4.89,365,328135.0
t,Cuauhtémoc,Entire home/apt,6,2.0,2,1738.0,262,89,4.7,103,179014.0
f,Cuauhtémoc,Entire home/apt,5,1.0,2,3917.0,145,5,4.6,220,861740.0
t,Benito Juárez,Entire home/apt,2,1.0,2,668.0,164,67,4.81,201,134268.0
f,Cuauhtémoc,Entire home/apt,4,2.5,2,2338.0,231,5,4.8,134,313292.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,688.0,84,0,0.0,281,193328.0
t,Cuauhtémoc,Entire home/apt,3,1.0,2,900.0,359,44,4.89,6,5400.0
f,Coyoacán,Entire home/apt,2,1.0,1,799.0,332,47,4.81,33,26367.0
t,Miguel Hidalgo,Entire home/apt,5,1.0,2,1500.0,79,35,4.8,286,429000.0
f,Benito Juárez,Private room,1,1.0,1,500.0,0,2,5.0,365,182500.0
f,Benito Juárez,Private room,1,2.0,2,300.0,359,25,4.72,6,1800.0
f,Benito Juárez,Entire home/apt,7,3.0,5,1779.0,205,77,4.99,160,284640.0
f,Cuauhtémoc,Private room,2,1.0,1,403.0,128,109,4.69,237,95511.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1366.0,0,3,5.0,365,498590.0
f,Cuauhtémoc,Entire home/apt,1,1.0,2,1494.0,0,10,4.4,365,545310.0
f,Tlalpan,Entire home/apt,1,1.0,1,400.0,0,0,0.0,365,146000.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,2184.0,0,207,4.97,365,797160.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,751.0,160,218,4.61,205,153955.0
t,Cuauhtémoc,Entire home/apt,1,1.0,1,557.0,348,77,4.94,17,9469.0
t,Azcapotzalco,Private room,1,1.5,1,210.0,0,15,4.87,365,76650.0
f,Iztapalapa,Private room,1,1.0,1,240.0,300,9,4.56,65,15600.0
t,Álvaro Obregón,Entire home/apt,4,1.0,1,600.0,94,50,4.76,271,162600.0
t,Tlalpan,Entire home/apt,4,1.0,2,1100.0,167,175,4.93,198,217800.0
t,Coyoacán,Entire home/apt,4,1.0,1,1120.0,363,82,4.91,2,2240.0
f,Cuauhtémoc,Private room,2,1.0,1,270.0,143,36,4.86,222,59940.0
f,Cuauhtémoc,Entire home/apt,6,1.0,3,1036.0,332,399,4.72,33,34188.0
f,Miguel Hidalgo,Entire home/apt,3,1.0,2,850.0,350,168,4.81,15,12750.0
f,Tlalpan,Entire home/apt,5,1.0,2,700.0,89,8,4.0,276,193200.0
t,Miguel Hidalgo,Entire home/apt,3,1.0,1,2816.0,328,69,4.91,37,104192.0
f,Benito Juárez,Entire home/apt,5,2.0,3,6790.0,0,0,0.0,365,2478350.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1341.0,131,188,4.86,234,313794.0
f,Álvaro Obregón,Private room,2,1.0,1,450.0,0,0,0.0,365,164250.0
f,Álvaro Obregón,Entire home/apt,4,2.0,2,850.0,0,34,4.94,365,310250.0
f,Benito Juárez,Entire home/apt,5,2.0,3,1200.0,143,49,4.86,222,266400.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,1800.0,0,83,4.93,365,657000.0
f,Cuauhtémoc,Private room,2,1.5,1,360.0,0,3,2.33,365,131400.0
t,Miguel Hidalgo,Entire home/apt,3,1.0,1,2816.0,357,48,4.81,8,22528.0
f,Iztapalapa,Private room,2,1.0,1,271.0,79,82,4.73,286,77506.0
f,Iztapalapa,Private room,2,1.0,1,201.0,330,2,3.0,35,7035.0
f,Cuauhtémoc,Entire home/apt,4,1.0,2,1100.0,359,29,4.38,6,6600.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,790.0,217,7,5.0,148,116920.0
f,Álvaro Obregón,Hotel room,4,1.0,2,719.0,365,4,4.0,0,0.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,1,1855.0,357,44,4.66,8,14840.0
f,Álvaro Obregón,Hotel room,5,1.0,3,763.0,365,3,5.0,0,0.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1996.0,0,191,4.97,365,728540.0
t,Miguel Hidalgo,Entire home/apt,7,2.5,3,4050.0,346,101,4.85,19,76950.0
f,Álvaro Obregón,Private room,2,1.0,1,585.0,269,1,5.0,96,56160.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,2404.0,113,164,4.96,252,605808.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,2683.0,202,207,4.93,163,437329.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,884.0,0,200,4.81,365,322660.0
f,Miguel Hidalgo,Private room,4,1.5,4,714.0,0,4,4.5,365,260610.0
f,Álvaro Obregón,Hotel room,8,1.0,4,2749.0,365,1,5.0,0,0.0
t,Coyoacán,Hotel room,2,1.0,1,2836.0,271,22,5.0,94,266584.0
t,Miguel Hidalgo,Entire home/apt,7,2.5,3,4050.0,351,109,4.8,14,56700.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,1,2005.0,356,83,4.71,9,18045.0
t,Benito Juárez,Entire home/apt,2,1.0,1,592.0,0,254,4.79,365,216080.0
t,Cuauhtémoc,Entire home/apt,6,1.0,5,1640.0,8,32,4.91,357,585480.0
f,Cuauhtémoc,Entire home/apt,4,1.0,2,1411.0,0,32,4.85,365,515015.0
f,Benito Juárez,Entire home/apt,2,2.0,1,990.0,344,2,5.0,21,20790.0
f,Benito Juárez,Entire home/apt,2,1.0,1,451.0,162,96,4.51,203,91553.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,1,2007.0,1,204,4.75,364,730548.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,1,2007.0,1,157,4.78,364,730548.0
f,Cuauhtémoc,Private room,1,1.0,1,700.0,0,4,4.75,365,255500.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,839.0,34,204,4.77,331,277709.0
f,Álvaro Obregón,Private room,2,1.5,1,400.0,0,1,3.0,365,146000.0
f,Venustiano Carranza,Private room,2,1.0,1,220.0,32,79,4.95,333,73260.0
f,Coyoacán,Private room,1,1.0,1,240.0,364,0,0.0,1,240.0
f,Benito Juárez,Private room,1,1.0,1,450.0,359,5,4.2,6,2700.0
f,Azcapotzalco,Private room,1,2.0,1,290.0,0,0,0.0,365,105850.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,839.0,347,259,4.8,18,15102.0
t,Tlalpan,Private room,1,1.0,3,250.0,365,22,4.73,0,0.0
t,Venustiano Carranza,Entire home/apt,4,1.0,2,591.0,170,65,4.95,195,115245.0
f,Cuauhtémoc,Entire home/apt,4,2.0,3,2037.0,255,69,4.94,110,224070.0
t,Cuauhtémoc,Entire home/apt,4,1.0,3,2250.0,0,83,4.94,365,821250.0
f,Cuauhtémoc,Private room,1,1.0,1,375.0,361,93,4.67,4,1500.0
t,Cuauhtémoc,Entire home/apt,4,1.0,4,2098.0,86,7,4.71,279,585342.0
f,Cuauhtémoc,Entire home/apt,5,2.0,3,1188.0,72,77,4.6,293,348084.0
f,Cuauhtémoc,Hotel room,1,1.0,1,375.0,365,80,4.63,0,0.0
f,Miguel Hidalgo,Private room,4,1.0,2,874.0,1,92,4.77,364,318136.0
f,Álvaro Obregón,Private room,2,1.0,1,850.0,71,136,4.82,294,249900.0
t,Cuauhtémoc,Private room,2,1.0,1,384.0,343,210,4.84,22,8448.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,1214.0,313,220,4.82,52,63128.0
t,Benito Juárez,Entire home/apt,2,1.0,1,594.0,211,246,4.86,154,91476.0
f,Cuauhtémoc,Entire home/apt,5,1.0,3,780.0,359,60,4.48,6,4680.0
t,Miguel Hidalgo,Entire home/apt,3,1.0,1,2815.0,327,72,4.82,38,106970.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,836.0,300,64,4.84,65,54340.0
f,Cuauhtémoc,Private room,1,1.0,1,750.0,89,19,4.63,276,207000.0
f,Iztacalco,Shared room,6,2.0,6,280.0,0,0,0.0,365,102200.0
t,Coyoacán,Private room,1,1.0,1,400.0,361,107,4.83,4,1600.0
f,Miguel Hidalgo,Private room,16,4.5,5,800.0,353,10,4.2,12,9600.0
f,Benito Juárez,Private room,2,4.5,2,550.0,90,24,4.79,275,151250.0
f,Milpa Alta,Shared room,2,1.0,5,441.0,0,0,0.0,365,160965.0
t,Cuauhtémoc,Entire home/apt,3,1.0,2,1407.0,83,41,5.0,282,396774.0
f,Álvaro Obregón,Entire home/apt,3,1.0,1,801.0,0,464,4.78,365,292365.0
t,Cuauhtémoc,Entire home/apt,5,2.0,3,1037.0,0,222,4.78,365,378505.0
f,Benito Juárez,Private room,1,1.0,1,205.0,0,0,0.0,365,74825.0
t,Coyoacán,Entire home/apt,2,1.0,1,900.0,1,153,4.89,364,327600.0
t,Cuauhtémoc,Entire home/apt,6,1.0,5,1540.0,44,52,4.9,321,494340.0
f,Benito Juárez,Private room,2,1.5,1,650.0,359,23,4.48,6,3900.0
t,Cuauhtémoc,Entire home/apt,6,1.0,5,1390.0,44,68,4.9,321,446190.0
f,Coyoacán,Entire home/apt,6,2.0,4,1600.0,174,12,5.0,191,305600.0
t,Miguel Hidalgo,Entire home/apt,4,3.0,2,2500.0,22,3,5.0,343,857500.0
t,Cuauhtémoc,Entire home/apt,2,1.0,2,866.0,359,80,4.6,6,5196.0
f,Gustavo A. Madero,Private room,2,1.0,1,200.0,0,0,0.0,365,73000.0
f,Cuauhtémoc,Private room,2,1.0,1,408.0,328,266,4.7,37,15096.0
t,Cuauhtémoc,Entire home/apt,4,1.0,3,940.0,3,65,4.95,362,340280.0
f,Cuauhtémoc,Private room,2,1.0,1,1200.0,54,0,0.0,311,373200.0
f,Miguel Hidalgo,Private room,1,1.0,1,250.0,359,0,0.0,6,1500.0
t,Cuauhtémoc,Entire home/apt,4,1.0,3,841.0,3,107,4.96,362,304442.0
f,Miguel Hidalgo,Private room,2,1.0,1,440.0,225,29,4.93,140,61600.0
t,Benito Juárez,Entire home/apt,4,2.0,4,847.0,353,40,4.63,12,10164.0
f,Tlalpan,Private room,1,1.5,1,300.0,365,4,4.75,0,0.0
f,Iztapalapa,Private room,4,1.0,3,1001.0,0,0,0.0,365,365365.0
t,Cuauhtémoc,Entire home/apt,16,7.0,8,26145.0,251,17,4.88,114,2980530.0
f,Coyoacán,Private room,2,1.0,1,528.0,33,0,0.0,332,175296.0
t,Cuauhtémoc,Entire home/apt,6,3.0,3,4251.0,283,115,4.89,82,348582.0
f,Cuauhtémoc,Entire home/apt,6,2.0,6,950.0,0,181,4.81,365,346750.0
t,Álvaro Obregón,Entire home/apt,2,1.0,2,820.0,36,41,4.85,329,269780.0
f,Cuauhtémoc,Entire home/apt,5,2.0,3,2500.0,126,118,4.63,239,597500.0
f,Miguel Hidalgo,Entire home/apt,3,1.0,1,736.0,24,2,5.0,341,250976.0
f,Cuauhtémoc,Private room,2,1.5,1,300.0,32,142,4.64,333,99900.0
f,Cuauhtémoc,Private room,2,1.5,1,350.0,25,107,4.72,340,119000.0
f,Cuauhtémoc,Private room,2,1.5,1,350.0,37,107,4.68,328,114800.0
f,Tlalpan,Private room,1,1.0,1,210.0,331,21,4.86,34,7140.0
f,Cuajimalpa de Morelos,Entire home/apt,2,1.0,1,925.0,288,62,4.79,77,71225.0
t,Cuauhtémoc,Entire home/apt,3,1.0,2,839.0,30,104,4.61,335,281065.0
t,Miguel Hidalgo,Private room,2,1.0,1,400.0,129,8,4.88,236,94400.0
f,Cuauhtémoc,Private room,3,1.0,1,428.0,175,4,5.0,190,81320.0
t,Miguel Hidalgo,Entire home/apt,3,1.0,2,669.0,0,323,4.81,365,244185.0
t,Miguel Hidalgo,Entire home/apt,3,1.0,2,1076.0,289,71,4.96,76,81776.0
f,Benito Juárez,Entire home/apt,5,2.5,3,1500.0,328,71,4.63,37,55500.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1188.0,0,1,5.0,365,433620.0
f,Benito Juárez,Entire home/apt,5,2.0,3,1000.0,270,8,4.75,95,95000.0
f,Cuauhtémoc,Entire home/apt,5,1.0,3,788.0,147,102,4.57,218,171784.0
t,Cuajimalpa de Morelos,Entire home/apt,4,2.5,2,1498.0,325,24,4.79,40,59920.0
f,Benito Juárez,Private room,1,1.5,2,228.0,329,9,4.89,36,8208.0
t,Cuauhtémoc,Entire home/apt,8,2.0,4,3443.0,158,95,4.95,207,712701.0
f,Cuauhtémoc,Entire home/apt,4,2.0,2,860.0,117,135,4.95,248,213280.0
t,Xochimilco,Private room,1,1.5,1,235.0,355,7,4.86,10,2350.0
f,Miguel Hidalgo,Entire home/apt,3,1.0,1,1229.0,365,219,4.68,0,0.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,919.0,0,190,4.93,365,335435.0
t,Cuauhtémoc,Entire home/apt,8,1.0,6,1990.0,44,34,4.91,321,638790.0
t,Cuauhtémoc,Entire home/apt,16,4.5,10,19884.0,319,135,4.9,46,914664.0
t,Cuauhtémoc,Private room,1,1.0,1,570.0,328,53,4.98,37,21090.0
f,Miguel Hidalgo,Entire home/apt,3,1.0,1,9999.0,365,53,4.74,0,0.0
t,Benito Juárez,Entire home/apt,4,2.0,4,847.0,323,14,4.86,42,35574.0
t,Benito Juárez,Entire home/apt,4,2.0,4,847.0,358,39,4.77,7,5929.0
f,Miguel Hidalgo,Entire home/apt,2,1.5,1,2000.0,268,10,4.9,97,194000.0
t,Benito Juárez,Entire home/apt,4,2.0,4,858.0,344,37,4.81,21,18018.0
t,Benito Juárez,Entire home/apt,4,2.0,4,847.0,359,40,4.93,6,5082.0
t,Miguel Hidalgo,Private room,1,1.0,1,300.0,250,33,4.91,115,34500.0
t,Venustiano Carranza,Entire home/apt,5,1.0,3,850.0,338,75,4.92,27,22950.0
f,Iztapalapa,Private room,1,1.0,1,255.0,87,124,4.85,278,70890.0
t,Benito Juárez,Entire home/apt,4,2.0,4,870.0,347,18,4.78,18,15660.0
t,Benito Juárez,Entire home/apt,4,2.0,4,847.0,356,22,4.86,9,7623.0
f,Benito Juárez,Entire home/apt,4,1.5,2,1104.0,159,11,5.0,206,227424.0
f,Tlalpan,Private room,1,1.5,2,350.0,365,1,5.0,0,0.0
f,Cuajimalpa de Morelos,Private room,2,1.5,1,600.0,0,2,5.0,365,219000.0
t,Cuauhtémoc,Entire home/apt,3,1.0,2,2719.0,129,39,4.97,236,641684.0
f,Benito Juárez,Private room,2,1.5,1,700.0,0,0,0.0,365,255500.0
f,Venustiano Carranza,Private room,2,2.0,1,202.0,0,1,5.0,365,73730.0
t,Cuauhtémoc,Entire home/apt,4,1.0,3,2164.0,101,31,4.94,264,571296.0
t,Cuauhtémoc,Entire home/apt,6,1.0,5,4364.0,121,56,4.86,244,1064816.0
f,Álvaro Obregón,Entire home/apt,2,1.0,1,1000.0,301,0,0.0,64,64000.0
f,Benito Juárez,Private room,2,1.0,1,700.0,0,2,5.0,365,255500.0
f,Miguel Hidalgo,Entire home/apt,2,1.5,2,1050.0,364,55,4.76,1,1050.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,1300.0,0,3,5.0,365,474500.0
f,Cuauhtémoc,Entire home/apt,2,1.0,2,670.0,75,6,5.0,290,194300.0
f,Benito Juárez,Private room,1,1.5,1,202.0,364,1,5.0,1,202.0
f,Benito Juárez,Entire home/apt,5,2.0,2,1500.0,233,12,4.42,132,198000.0
f,Cuauhtémoc,Entire home/apt,4,2.0,2,1993.0,309,8,4.75,56,111608.0
t,Benito Juárez,Entire home/apt,2,1.0,2,686.0,343,76,4.88,22,15092.0
t,Cuauhtémoc,Entire home/apt,3,1.0,1,1400.0,360,46,4.98,5,7000.0
f,Iztapalapa,Shared room,2,1.0,2,219.0,0,0,0.0,365,79935.0
f,Miguel Hidalgo,Private room,4,1.0,2,780.0,32,0,0.0,333,259740.0
f,Cuauhtémoc,Entire home/apt,13,5.5,7,7955.0,0,5,4.8,365,2903575.0
t,Cuauhtémoc,Entire home/apt,1,1.0,1,764.0,364,30,4.9,1,764.0
f,Cuauhtémoc,Entire home/apt,10,2.0,5,1271.0,339,88,4.65,26,33046.0
t,Miguel Hidalgo,Entire home/apt,4,2.5,3,2229.0,357,107,4.93,8,17832.0
t,Venustiano Carranza,Entire home/apt,6,1.5,2,1400.0,261,63,4.79,104,145600.0
f,Benito Juárez,Private room,1,1.0,1,600.0,0,0,0.0,365,219000.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,3,540.0,100,57,4.47,265,143100.0
f,Álvaro Obregón,Entire home/apt,10,7.5,5,16765.0,117,0,0.0,248,4157720.0
t,Tlalpan,Private room,2,1.0,1,1550.0,89,19,4.89,276,427800.0
f,Coyoacán,Entire home/apt,4,2.5,2,1800.0,361,3,3.67,4,7200.0
t,Cuauhtémoc,Entire home/apt,6,1.0,4,1540.0,31,36,4.92,334,514360.0
t,Cuauhtémoc,Entire home/apt,2,2.0,1,807.0,175,70,4.9,190,153330.0
f,Benito Juárez,Entire home/apt,4,1.0,2,594.0,0,13,4.69,365,216810.0
t,Cuauhtémoc,Entire home/apt,4,1.0,3,820.0,160,78,4.77,205,168100.0
f,Benito Juárez,Entire home/apt,4,1.0,1,900.0,314,68,4.81,51,45900.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,819.0,0,258,4.59,365,298935.0
f,Benito Juárez,Entire home/apt,8,2.5,5,1490.0,0,25,4.76,365,543850.0
f,Coyoacán,Private room,2,1.0,1,650.0,235,0,0.0,130,84500.0
f,Benito Juárez,Private room,1,1.0,1,200.0,179,3,2.0,186,37200.0
f,Miguel Hidalgo,Entire home/apt,1,1.5,1,1500.0,175,6,4.83,190,285000.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,794.0,148,23,5.0,217,172298.0
f,Cuauhtémoc,Private room,1,1.0,1,800.0,179,18,4.72,186,148800.0
t,Benito Juárez,Private room,2,1.0,1,431.0,203,236,4.7,162,69822.0
t,Cuauhtémoc,Entire home/apt,6,1.0,5,1640.0,10,45,4.91,355,582200.0
f,Benito Juárez,Private room,1,1.0,1,200.0,179,0,0.0,186,37200.0
f,Tlalpan,Private room,2,1.0,1,216.0,347,30,4.63,18,3888.0
t,Benito Juárez,Private room,1,1.0,1,425.0,169,47,4.91,196,83300.0
f,Miguel Hidalgo,Entire home/apt,6,1.0,4,990.0,337,13,4.77,28,27720.0
f,Coyoacán,Entire home/apt,6,1.0,3,950.0,175,109,4.6,190,180500.0
f,Venustiano Carranza,Entire home/apt,16,4.0,9,507.0,355,94,4.9,10,5070.0
t,Miguel Hidalgo,Entire home/apt,4,2.0,2,1500.0,301,54,4.93,64,96000.0
f,Miguel Hidalgo,Entire home/apt,3,1.0,2,764.0,357,148,4.78,8,6112.0
t,Cuauhtémoc,Private room,2,1.0,1,400.0,179,21,5.0,186,74400.0
f,La Magdalena Contreras,Private room,2,1.0,2,389.0,135,34,4.94,230,89470.0
f,Venustiano Carranza,Entire home/apt,4,1.5,2,495.0,252,98,4.68,113,55935.0
t,Cuauhtémoc,Entire home/apt,2,0.0,1,716.0,36,148,4.63,329,235564.0
f,Azcapotzalco,Entire home/apt,4,1.0,2,871.0,360,155,4.64,5,4355.0
f,Benito Juárez,Private room,2,1.0,2,938.0,278,37,4.89,87,81606.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,1,410.0,1,21,4.48,364,149240.0
f,Cuauhtémoc,Private room,1,1.0,1,929.0,89,4,3.5,276,256404.0
f,Miguel Hidalgo,Entire home/apt,3,1.0,1,820.0,356,212,4.77,9,7380.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,757.0,344,211,4.87,21,15897.0
t,Cuauhtémoc,Private room,2,1.0,1,454.0,274,42,5.0,91,41314.0
t,Cuauhtémoc,Entire home/apt,3,1.0,1,790.0,267,82,4.79,98,77420.0
f,Cuauhtémoc,Private room,2,1.0,1,750.0,364,11,5.0,1,750.0
f,Cuauhtémoc,Private room,2,1.0,1,320.0,206,0,0.0,159,50880.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,619.0,313,70,4.5,52,32188.0
f,Miguel Hidalgo,Entire home/apt,6,2.5,4,2200.0,0,7,4.71,365,803000.0
f,Coyoacán,Entire home/apt,4,2.0,3,1103.0,0,4,5.0,365,402595.0
f,Benito Juárez,Entire home/apt,2,1.0,1,600.0,53,11,4.73,312,187200.0
t,Cuauhtémoc,Entire home/apt,6,1.0,5,1390.0,44,57,4.88,321,446190.0
f,Álvaro Obregón,Private room,3,1.0,1,900.0,0,0,0.0,365,328500.0
f,La Magdalena Contreras,Private room,4,2.0,3,690.0,365,14,5.0,0,0.0
f,Benito Juárez,Private room,2,1.0,1,588.0,0,0,0.0,365,214620.0
t,Benito Juárez,Entire home/apt,1,1.0,1,577.0,173,40,4.9,192,110784.0
f,Cuauhtémoc,Entire home/apt,4,1.0,2,1578.0,107,49,4.84,258,407124.0
f,Cuauhtémoc,Entire home/apt,5,2.5,3,1900.0,353,32,4.81,12,22800.0
f,Benito Juárez,Entire home/apt,2,2.0,2,1019.0,277,30,4.97,88,89672.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1828.0,360,31,4.65,5,9140.0
f,Gustavo A. Madero,Private room,2,1.0,1,400.0,301,7,4.86,64,25600.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,1,2019.0,362,10,4.6,3,6057.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,600.0,333,141,4.89,32,19200.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,1,1217.0,347,241,4.76,18,21906.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,1,1414.0,353,172,4.74,12,16968.0
f,Venustiano Carranza,Entire home/apt,16,4.0,13,578.0,360,100,4.81,5,2890.0
t,Miguel Hidalgo,Private room,2,1.5,2,300.0,78,101,4.95,287,86100.0
t,Coyoacán,Entire home/apt,6,2.0,2,1757.0,88,71,4.94,277,486689.0
t,Benito Juárez,Entire home/apt,5,2.0,3,1829.0,359,67,4.97,6,10974.0
f,Cuauhtémoc,Entire home/apt,7,1.0,4,1319.0,329,312,4.74,36,47484.0
f,Coyoacán,Entire home/apt,4,1.0,2,1500.0,231,161,4.55,134,201000.0
f,Cuauhtémoc,Entire home/apt,13,5.5,7,6052.0,360,0,0.0,5,30260.0
f,Cuauhtémoc,Entire home/apt,6,2.0,3,1200.0,0,76,4.79,365,438000.0
t,Miguel Hidalgo,Entire home/apt,4,1.0,2,1313.0,331,93,4.89,34,44642.0
f,Cuauhtémoc,Entire home/apt,6,2.0,3,1289.0,341,286,4.81,24,30936.0
t,Miguel Hidalgo,Entire home/apt,5,2.0,2,3105.0,360,68,4.79,5,15525.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,716.0,43,151,4.66,322,230552.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,714.0,356,191,4.69,9,6426.0
t,Cuauhtémoc,Entire home/apt,6,2.0,3,2170.0,268,113,4.91,97,210490.0
f,Cuauhtémoc,Entire home/apt,3,1.5,2,1557.0,330,25,4.88,35,54495.0
f,Benito Juárez,Entire home/apt,2,1.0,1,900.0,358,1,3.0,7,6300.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,887.0,154,63,4.94,211,187157.0
f,Miguel Hidalgo,Entire home/apt,3,1.0,2,850.0,0,154,4.75,365,310250.0
f,Cuauhtémoc,Entire home/apt,8,2.0,3,1660.0,0,221,4.61,365,605900.0
f,Benito Juárez,Private room,2,1.0,1,490.0,90,36,4.72,275,134750.0
f,Tlalpan,Private room,1,1.0,1,330.0,270,6,4.83,95,31350.0
f,Cuauhtémoc,Entire home/apt,3,1.5,2,1103.0,114,8,4.88,251,276853.0
t,Cuauhtémoc,Entire home/apt,3,1.0,2,741.0,0,129,4.69,365,270465.0
f,Miguel Hidalgo,Entire home/apt,3,1.0,2,764.0,351,251,4.66,14,10696.0
f,Cuauhtémoc,Private room,2,1.0,1,351.0,84,10,4.6,281,98631.0
f,Tlalpan,Entire home/apt,2,1.0,1,299.0,270,12,4.5,95,28405.0
f,Miguel Hidalgo,Entire home/apt,3,1.0,2,743.0,353,147,4.78,12,8916.0
t,Coyoacán,Entire home/apt,2,1.0,1,700.0,0,155,4.92,365,255500.0
f,Miguel Hidalgo,Entire home/apt,3,1.0,2,894.0,1,324,4.71,364,325416.0
f,Benito Juárez,Private room,2,1.0,1,380.0,54,39,4.64,311,118180.0
t,Benito Juárez,Entire home/apt,5,2.0,4,2887.0,338,26,4.92,27,77949.0
t,Cuauhtémoc,Private room,1,1.0,1,262.0,172,91,4.86,193,50566.0
t,Miguel Hidalgo,Entire home/apt,4,1.0,2,1212.0,340,8,4.75,25,30300.0
f,Benito Juárez,Private room,2,1.0,1,800.0,0,0,0.0,365,292000.0
t,Álvaro Obregón,Private room,1,1.0,1,379.0,192,22,5.0,173,65567.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,681.0,321,213,4.88,44,29964.0
f,Cuauhtémoc,Entire home/apt,4,1.5,2,934.0,364,1,5.0,1,934.0
t,Miguel Hidalgo,Entire home/apt,4,1.0,2,1085.0,331,37,5.0,34,36890.0
f,Benito Juárez,Private room,2,1.0,1,379.0,84,21,4.86,281,106499.0
f,Cuauhtémoc,Entire home/apt,4,2.0,2,1900.0,0,60,5.0,365,693500.0
f,Benito Juárez,Entire home/apt,2,2.0,1,520.0,90,0,0.0,275,143000.0
f,Iztacalco,Entire home/apt,5,1.0,2,907.0,151,57,4.47,214,194098.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,3191.0,318,105,4.99,47,149977.0
f,Benito Juárez,Private room,1,1.0,1,380.0,64,30,4.83,301,114380.0
f,Benito Juárez,Entire home/apt,2,1.0,2,764.0,365,8,3.75,0,0.0
t,Cuauhtémoc,Entire home/apt,6,2.0,4,4275.0,43,148,4.97,322,1376550.0
t,Tlalpan,Private room,2,1.0,1,675.0,0,106,4.95,365,246375.0
f,Benito Juárez,Entire home/apt,6,2.0,4,3036.0,364,12,4.42,1,3036.0
f,Benito Juárez,Entire home/apt,6,2.5,3,3036.0,365,9,4.78,0,0.0
f,Benito Juárez,Entire home/apt,4,1.0,2,950.0,351,151,4.76,14,13300.0
f,Benito Juárez,Private room,1,1.5,1,550.0,362,2,5.0,3,1650.0
f,Benito Juárez,Private room,2,1.0,1,350.0,72,27,4.81,293,102550.0
t,Cuauhtémoc,Entire home/apt,7,3.5,3,7629.0,335,72,4.9,30,228870.0
f,Cuauhtémoc,Entire home/apt,4,1.0,2,747.0,358,31,4.48,7,5229.0
f,La Magdalena Contreras,Entire home/apt,9,2.0,6,2250.0,183,0,0.0,182,409500.0
f,Coyoacán,Entire home/apt,5,1.0,4,2200.0,115,32,4.91,250,550000.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,3754.0,331,44,5.0,34,127636.0
f,Cuauhtémoc,Private room,2,1.0,1,297.0,353,1,3.0,12,3564.0
f,Cuauhtémoc,Entire home/apt,4,2.0,3,980.0,111,83,4.87,254,248920.0
t,Cuauhtémoc,Private room,2,1.5,1,1433.0,338,15,5.0,27,38691.0
t,Coyoacán,Private room,2,1.0,1,300.0,363,30,4.97,2,600.0
f,Tlalpan,Entire home/apt,1,1.0,1,800.0,365,4,4.5,0,0.0
f,Cuauhtémoc,Entire home/apt,2,1.0,2,4500.0,0,0,0.0,365,1642500.0
f,Miguel Hidalgo,Entire home/apt,4,2.0,2,985.0,75,60,4.83,290,285650.0
f,Cuajimalpa de Morelos,Entire home/apt,2,1.0,1,800.0,173,0,0.0,192,153600.0
